Status,Layer Name,Old Hosting Location,New Hosting Location,DUA Required,GII Access Required,Deprecation Justification,Agency,External Landing Page,Open REST Service,Old Secure ID,New ID,Open ID
Deprecate,State Capitols,https://geoplatform.maps.arcgis.com/home/item.html?id=17474f9edaf745f5b8bb5a3261cac7e8,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Geological Survey ,https://www.arcgis.com/apps/mapviewer/index.html?url=https://carto.nationalmap.gov/arcgis/rest/services/structures/MapServer,https://carto.nationalmap.gov/arcgis/rest/services/structures/MapServer/41,Please see GII,N/A,17474f9edaf745f5b8bb5a3261cac7e8
Deprecate,Trails,https://geoplatform.maps.arcgis.com/home/item.html?id=0b1082aa9fe446c293f7d4eb833eb3b2,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Geological Survey ,https://www.arcgis.com/apps/mapviewer/index.html?url=https://carto.nationalmap.gov/arcgis/rest/services/transportation/MapServer,https://carto.nationalmap.gov/arcgis/rest/services/transportation/MapServer/11,Please see GII,N/A,0b1082aa9fe446c293f7d4eb833eb3b2
Deprecate,Nautical Navigation Aids (NAVAID) Locations,https://geoplatform.maps.arcgis.com/home/item.html?id=4fa3f08188804678b90b9ae4d8ce3720,N/A,No,No,No longer supported as part of the HIFLD mission,National Oceanic and Atmospheric Adminstration,https://hub.marinecadastre.gov/datasets/noaa::aids-to-navigation-2/about,https://coast.noaa.gov/arcgis/rest/services/Hosted/AtoNs/FeatureServer/0,Please see GII,N/A,4fa3f08188804678b90b9ae4d8ce3720
Deprecate,Wrecks and Obstructions,https://geoplatform.maps.arcgis.com/home/item.html?id=95ca9257913d4e41a6a98e3c3f187e46,N/A,No,No,No longer supported as part of the HIFLD mission,National Oceanic and Atmospheric Adminstration,https://hub.marinecadastre.gov/datasets/noaa::wrecks-and-obstructions/about,https://coast.noaa.gov/arcgis/rest/services/Hosted/WrecksObstructions/FeatureServer/0,Please see GII,N/A,95ca9257913d4e41a6a98e3c3f187e46
Deprecate,Plate Boundaries,https://geoplatform.maps.arcgis.com/home/item.html?id=57274f0fb4a541c5b294718424a0fa2e,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Geological Survey ,https://earthquake.usgs.gov/earthquakes/map/,https://earthquake.usgs.gov/arcgis/rest/services/eq/map_plateboundaries/MapServer/1,Please see GII,N/A,57274f0fb4a541c5b294718424a0fa2e
Deprecate,Quaternary Fault Lines,https://geoplatform.maps.arcgis.com/home/item.html?id=9e54ca2e1f514687a6d06433ce6beb71,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Geological Survey,https://usgs.maps.arcgis.com/home/item.html?id=4c1411f4fd324a77b20dc5e138d4baf0,https://earthquake.usgs.gov/arcgis/rest/services/haz/Qfaults/MapServer/21,Please see GII,N/A,9e54ca2e1f514687a6d06433ce6beb71
Deprecate,Shipping Fairways,https://geoplatform.maps.arcgis.com/home/item.html?id=2766358a58424d08b2aca74e87dad5c8,N/A,No,No,No longer supported as part of the HIFLD mission,National Oceanic and Atmospheric Adminstration,https://noaa.maps.arcgis.com/home/item.html?id=65e26b134f2044278dca110ac1ffb19f,https://encdirect.noaa.gov/arcgis/rest/services/NavigationChartData/MarineTransportation/FeatureServer/0,Please see GII,N/A,2766358a58424d08b2aca74e87dad5c8
Deprecate,Federal Aviation Administration (FAA) Regions,https://geoplatform.maps.arcgis.com/home/item.html?id=5bf7382e78c74360a39402ea190542d3,N/A,No,No,No longer supported as part of the HIFLD mission,Department of Transportation,https://geodata.bts.gov/datasets/usdot::faa-regions/about,https://geo.dot.gov/server/rest/services/Hosted/DOT_FAA_Regions_DS/FeatureServer/1,Please see GII,N/A,5bf7382e78c74360a39402ea190542d3
Deprecate,Intermodal Freight Facilities Pipeline Terminals,https://geoplatform.maps.arcgis.com/home/item.html?id=e73709b48eba49b294ec1a98f1019e4e,N/A,No,No,No longer supported as part of the HIFLD mission,Department of Transportation,https://geodata.bts.gov/datasets/usdot::intermodal-freight-facilities-pipeline-terminals/about,https://geo.dot.gov/server/rest/services/Hosted/Intermodal_Freight_Facilities_Pipeline_Terminals_DS/FeatureServer/0,Please see GII,N/A,e73709b48eba49b294ec1a98f1019e4e
Deprecate,Submerged Land Act (SLA) Boundary,https://geoplatform.maps.arcgis.com/home/item.html?id=1d939d74b3104da890d7a8517d4b885f,N/A,No,No,No longer supported as part of the HIFLD mission,Bureau of Ocean Energy Management,https://geoseas.geoplatform.gov/portal/home/item.html?id=e5bb875b54fe4011b4901a8eb2108fab,https://geoseas.geoplatform.gov/hosting/rest/services/Hosted/BOEM_Offshore_Marine_Cadastre_Data_Collection/FeatureServer/0,Please see GII,N/A,1d939d74b3104da890d7a8517d4b885f
Deprecate,Outer Continental Shelf (OCS) Protraction Diagrams & Leasing Maps,https://geoplatform.maps.arcgis.com/home/item.html?id=7a04ae267def460aad430869f95bcac4,N/A,No,No,No longer supported as part of the HIFLD mission,Bureau of Ocean Energy Management,https://geoseas.geoplatform.gov/portal/home/item.html?id=e5bb875b54fe4011b4901a8eb2108fab,https://geoseas.geoplatform.gov/hosting/rest/services/Hosted/BOEM_Offshore_Marine_Cadastre_Data_Collection/FeatureServer/1,Please see GII,N/A,7a04ae267def460aad430869f95bcac4
Deprecate,Outer Continental Shelf (OCS) Lease Blocks,https://geoplatform.maps.arcgis.com/home/item.html?id=b7ca0052df4147f3b60bfd1894354b34,N/A,No,No,No longer supported as part of the HIFLD mission,Bureau of Ocean Energy Management,https://geoseas.geoplatform.gov/portal/home/item.html?id=e5bb875b54fe4011b4901a8eb2108fab,https://geoseas.geoplatform.gov/hosting/rest/services/Hosted/BOEM_Offshore_Marine_Cadastre_Data_Collection/FeatureServer/3,Please see GII,N/A,b7ca0052df4147f3b60bfd1894354b34
Deprecate,National Inventory of Dams (NID),https://geoplatform.maps.arcgis.com/home/item.html?id=f156ccabb57d434cbb1a5c38aedf224e,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/1632cb2bb23046569fbf2bc144f06764/about,https://geospatial.sec.usace.army.mil/dls/rest/services/NID/National_Inventory_of_Dams_Public_Service/MapServer,Please see GII,N/A,f156ccabb57d434cbb1a5c38aedf224e
Deprecate,Outer Continental Shelf (OCS) Oil and Natural Gas Wells,https://geoplatform.maps.arcgis.com/home/item.html?id=e5b4eef8d8d1427aa1fae26170cd0175,N/A,No,No,No longer supported as part of the HIFLD mission,Bureau of Ocean Energy Management,https://boem-metaport-boem.hub.arcgis.com/datasets/BOEM::outer-continental-shelf-oil-and-natural-gas-wells-gulf-of-mexico-region-nad-27/about,https://gis.boem.gov/arcgis/rest/services/BOEM_BSEE/GOA_Layers/MapServer/1,Please see GII,N/A,e5b4eef8d8d1427aa1fae26170cd0175
Deprecate,NOAA Electronic Navigational Charts,https://geoplatform.maps.arcgis.com/home/item.html?id=476e19910cbe4d8d81871c84f6994887,N/A,No,No,No longer supported as part of the HIFLD mission,National Oceanic and Atmospheric Adminstration,https://noaa.maps.arcgis.com/home/item.html?id=46471ca191b846b5a97f5480027d8553,https://gis.charttools.noaa.gov/arcgis/rest/services/MCS/ENCOnline/MapServer/exts/MaritimeChartService/WMSServer,Please see GII,N/A,476e19910cbe4d8d81871c84f6994887
Deprecate,Federal Emergency Management Agency (FEMA) Regional Offices,https://geoplatform.maps.arcgis.com/home/item.html?id=6622aa77740944a29a31ddfd8e913317,N/A,No,No,No longer supported as part of the HIFLD mission,Federal Emergency Management Agency,https://fema.maps.arcgis.com/home/item.html?id=a4e190ab09464184b8e77ca3316d813f,https://gis.fema.gov/arcgis/rest/services/FEMA/RegHQs/FeatureServer/0,Please see GII,N/A,6622aa77740944a29a31ddfd8e913317
Deprecate,Federal Emergency Management Agency (FEMA) Regions,https://geoplatform.maps.arcgis.com/home/item.html?id=5f6207ccb91d4ae48124018ffaec04bf,N/A,No,No,No longer supported as part of the HIFLD mission,Federal Emergency Management Agency,https://fema.maps.arcgis.com/home/item.html?id=a4e190ab09464184b8e77ca3316d813f,https://gis.fema.gov/arcgis/rest/services/FEMA/RegHQs/FeatureServer/2,Please see GII,N/A,5f6207ccb91d4ae48124018ffaec04bf
Deprecate,State Emergency Operations Centers (EOC),https://geoplatform.maps.arcgis.com/home/item.html?id=1a7559aff4844505a1c78efc46368112,N/A,No,No,No longer supported as part of the HIFLD mission,Federal Emergency Management Agency,https://fema.maps.arcgis.com/home/item.html?id=1a7559aff4844505a1c78efc46368112,https://gis.fema.gov/arcgis/rest/services/FEMA/STATE_EOC/FeatureServer/0,Please see GII,N/A,1a7559aff4844505a1c78efc46368112
Deprecate,National Shelter System Facilities,https://geoplatform.maps.arcgis.com/home/item.html?id=bcaf5fdb3db24c78afee52d4c8a02748,N/A,No,No,No longer supported as part of the HIFLD mission,Federal Emergency Management Agency,https://www.arcgis.com/home/item.html?id=2adcad8079ac4e8f879b68d6d8aab15b,https://gis.fema.gov/arcgis/rest/services/NSS/FEMA_NSS/FeatureServer/5,Please see GII,N/A,bcaf5fdb3db24c78afee52d4c8a02748
Deprecate,FWS HQ ES Coastal Barrier Resources System,https://geoplatform.maps.arcgis.com/home/item.html?id=4d5f2501704c48259eb2a9e9972415d0,N/A,No,No,No longer supported as part of the HIFLD mission,US Fish and Wildlife Service Open Data,https://gis-fws.opendata.arcgis.com/maps/fws::fws-hq-es-coastal-barrier-resources-system/about,https://gis1.wim.usgs.gov/server/rest/services/CBRSMapper/CoastalBarrierResourcesSystem/MapServer,Please see GII,N/A,4d5f2501704c48259eb2a9e9972415d0
Deprecate,Environmental Protection Agency (EPA) Facilities,https://geoplatform.maps.arcgis.com/home/item.html?id=ac15f202160d4d92be92d6ac74a86c72,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Environmental Protection Agency,https://epa.maps.arcgis.com/home/item.html?id=49edde80e06e4ea79b5d2dfde7c96dfc,https://gispub.epa.gov/arcgis/rest/services/OEI/EPA_Locations/MapServer,Please see GII,N/A,ac15f202160d4d92be92d6ac74a86c72
Deprecate,Environmental Protection Agency (EPA) Regions,https://geoplatform.maps.arcgis.com/home/item.html?id=c670540796584c72b4f59b676ccabe6a,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Environmental Protection Agency,https://epa.maps.arcgis.com/home/item.html?id=49edde80e06e4ea79b5d2dfde7c96dfc,https://gispub.epa.gov/arcgis/rest/services/OEI/EPA_Locations/MapServer/2,Please see GII,N/A,c670540796584c72b4f59b676ccabe6a
Deprecate,EPA Region Boundaries Exclusive Economic Zone (EEZ),https://geoplatform.maps.arcgis.com/home/item.html?id=3aebce44127c461baf28c2f3f0b3485b,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Environmental Protection Agency,https://epa.maps.arcgis.com/home/item.html?id=49edde80e06e4ea79b5d2dfde7c96dfc,https://gispub.epa.gov/arcgis/rest/services/OEI/EPA_Locations/MapServer/4,Please see GII,N/A,3aebce44127c461baf28c2f3f0b3485b
Deprecate,Mexico and US Border,https://geoplatform.maps.arcgis.com/home/item.html?id=1ceab4c3babb4f058ec6c773574a6ae5,N/A,No,No,No longer supported as part of the HIFLD mission,International Boundary and Water Commission,https://gisportal.ibwc.gov/agsportal/home/item.html?id=f4d6ea8085d142f9b71a2860fe40bb60,https://gisserver.ibwc.gov/agsserver/rest/services/USIBWCPublic/US_MexicoIB/FeatureServer,Please see GII,N/A,1ceab4c3babb4f058ec6c773574a6ae5
Deprecate,National Flood Hazard Layer (NFHL),https://geoplatform.maps.arcgis.com/home/item.html?id=299e82ea31b94f77a326a9300052daff,N/A,No,No,No longer supported as part of the HIFLD mission,Federal Emergency Management Agency,https://www.arcgis.com/home/item.html?id=ae38b6f94eaf4abf97f986fa01921e13,https://hazards.fema.gov/arcgis/rest/services/public/NFHL/MapServer,Please see GII,N/A,299e82ea31b94f77a326a9300052daff
Deprecate,Watershed Boundary Dataset (WBD),https://geoplatform.maps.arcgis.com/home/item.html?id=409515c7627c444fb08b66cf89634028,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Geological Survey ,https://www.arcgis.com/apps/mapviewer/index.html?url=https://hydro.nationalmap.gov/arcgis/rest/services/wbd/MapServer,https://hydro.nationalmap.gov/arcgis/rest/services/wbd/MapServer,Please see GII,N/A,409515c7627c444fb08b66cf89634028
Deprecate,Dynamic Buoys (USACE IENC) ,https://geoplatform.maps.arcgis.com/home/item.html?id=304240ec10464f18994ee7e0193eb0b5,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://www.arcgis.com/apps/mapviewer/index.html?url=http://ienccloud.us/arcgis/rest/services/IENC/USACE_Buoys_Service/MapServer,https://ienccloud.us/arcgis/rest/services/IENC/USACE_Buoys_Service/MapServer/1,Please see GII,N/A,304240ec10464f18994ee7e0193eb0b5
Deprecate,Administrative Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=e49b2f0c103f47ae8293135341f4260e,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/b0d264d01c69437691945088573983bd,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/ADMINISTRATIVE_AREA/MapServer/0,Please see GII,N/A,e49b2f0c103f47ae8293135341f4260e
Deprecate,Airport Area (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=77bbc99e9bb94f738cc1cbfcc8abdf4b,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/04354b4fe27e4a6f9153fd47e516dac9,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/AIRPORT_AREA/MapServer/0,Please see GII,N/A,77bbc99e9bb94f738cc1cbfcc8abdf4b
Deprecate,Berths Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=5acdb8d21f434ea9942c75650aaa0f9d,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/e99a551cb5de45a2b1a87917ea6f5219,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/BERTHS_AREA/MapServer/0,Please see GII,N/A,5acdb8d21f434ea9942c75650aaa0f9d
Deprecate,Bridge Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=b396cb0b838c4e70b19326d5ea2d4413,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/fc9eff215d9b4eaa986e1c87c76bbd4f,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/BRIDGE_AREA/MapServer/0,Please see GII,N/A,b396cb0b838c4e70b19326d5ea2d4413
Deprecate,Building Locations (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=fe974ebbdbc04ec1a99621bc76f4ac6e,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/2d8328a4706b4c45930acc3d941286f6,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/BUILDING_SINGLE_POINT/MapServer/0,Please see GII,N/A,fe974ebbdbc04ec1a99621bc76f4ac6e
Deprecate,Built Up Areas Point (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=0f3f59a569c2444eb17e1fee33e36ade,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/88288cb796f343209040ad36bc30b995,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/BUILT_UP_AREA_POINT/MapServer/0,Please see GII,N/A,0f3f59a569c2444eb17e1fee33e36ade
Deprecate,Special Purpose Buoys (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=c4af3316317646b68992eab65ac630cc,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/30becfa8b5cc45b59fbff043f4aa67e5,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/BUOY_SPECIAL_PURPOSE_POINT/MapServer/0,Please see GII,N/A,c4af3316317646b68992eab65ac630cc
Deprecate,Cable Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=a36253bb6ad54aca9392dd6e37fd639c,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/ff0f4d15d82a46fdaca7724e08bc1a6a,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/CABLE_AREA/MapServer/0,Please see GII,N/A,a36253bb6ad54aca9392dd6e37fd639c
Deprecate,Caution Area Locations (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=d95e8b9fdaef4e2fa7eda08bffe881de,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/88e617254b7f4f6f9e1f541510632ee6,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/CAUTION_AREA_POINT/MapServer/0,Please see GII,N/A,d95e8b9fdaef4e2fa7eda08bffe881de
Deprecate,Coastlines (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=f9626ea7d93c494da82c1c983914cf07,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/83740c703079434698db11454c73ffef,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/COASTLINE_LINE/MapServer/0,Please see GII,N/A,f9626ea7d93c494da82c1c983914cf07
Deprecate,Conveyor Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=ce19fc14d80243b6aa03d25b5c969f90,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/2d8bbb60ea3649bfa22470fed4b07c4a,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/CONVEYOR_AREA/MapServer/0,Please see GII,N/A,ce19fc14d80243b6aa03d25b5c969f90
Deprecate,Crane Locations (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=e920d0966d124c379cac1dc887ee6f01,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/b2d9e5095c124dfc93e56ad429944f5c,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/CRANES_POINT/MapServer/0,Please see GII,N/A,e920d0966d124c379cac1dc887ee6f01
Deprecate,Dam Lines (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=0bffc3251b314121bcac4df3b4087233,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/61345bd18b2249b2b355331b07ac6fb7,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/DAM_LINE/MapServer/0,Please see GII,N/A,0bffc3251b314121bcac4df3b4087233
Deprecate,Data Coverage Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=da1f10bd983b463886dfdb7a6fc20217,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/f00c475e7f7c46dbb6a6c2749e9e71c3,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/DATA_COVERAGE_AREA/MapServer/0,Please see GII,N/A,da1f10bd983b463886dfdb7a6fc20217
Deprecate,Data Quality Assessment Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=a40949b810674b64b5b8a982486b70ab,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/660ede0407614c6886f852e3fd6d10ae,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/DATA_QUALITY_AREA/MapServer/0,Please see GII,N/A,a40949b810674b64b5b8a982486b70ab
Deprecate,Daymark Locations (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=eb8b1bef0afb41718d0c31ae673e2bd9,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/f472608816764ed8b4725ac705635bca,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/DAYMARK_POINT/MapServer/0,Please see GII,N/A,eb8b1bef0afb41718d0c31ae673e2bd9
Deprecate,Depth Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=e69d87f2273947198d28d9d8214ab1a0,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/1f5ab9c99c894ccbba6e898c3aca813c,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/DEPTH_AREA/MapServer/0,Please see GII,N/A,e69d87f2273947198d28d9d8214ab1a0
Deprecate,Distance Marks (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=e2000854cef445bfbf98a44b923fcfab,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/551c4969f80b4cf6be7da23e1ee7831c,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/DISTANCE_MARK_POINT/MapServer/0,Please see GII,N/A,e2000854cef445bfbf98a44b923fcfab
Deprecate,Dry Docks (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=2b43916830f845d4906c6966852755d9,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/05d13753a5434698ae6265a0f95ba48f,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/DRY_DOCK_AREA/MapServer/0,Please see GII,N/A,2b43916830f845d4906c6966852755d9
Deprecate,Dumping Ground Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=a3cbbd16713443d7a81b4ab21ba654cc,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/bd62204746d5411ca88f429edaf06da0,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/DUMPING_GROUND_AREA/MapServer/0,Please see GII,N/A,a3cbbd16713443d7a81b4ab21ba654cc
Deprecate,Floating Docks (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=eb101ed5db914dcaa2d63cbfb1f7d030,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/280098e13f5e4772be15b4c2e3a84ef4,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/FLOATING_DOCK_AREA/MapServer/0,Please see GII,N/A,eb101ed5db914dcaa2d63cbfb1f7d030
Deprecate,Floodwalls (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=5e8049c4caf44be3b945e92c253d378a,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/ed8feb7294c34886947440874eb0572f,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/FLOODWALL_LINE/MapServer/0,Please see GII,N/A,5e8049c4caf44be3b945e92c253d378a
Deprecate,Harbor Administrative Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=e15de4b200c04e2798cd5925e0843119,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/0c1abd3b432f480ca5e78f174fbaf942,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/HARBOUR_AREA/MapServer/0,Please see GII,N/A,e15de4b200c04e2798cd5925e0843119
Deprecate,Harbor Facility Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=5edba0249c4946a1912d112529e2580c,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/7c5fd0228bd4436c905854720cb48fb6,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/HARBOUR_FACILITY_AREA/MapServer/0,Please see GII,N/A,5edba0249c4946a1912d112529e2580c
Deprecate,Harbor Facility Locations (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=14bb216500b1401ebb083d908ed6cd6d,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/bb4d773ec70f47609a96b0883ec5e083,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/HARBOUR_FACILITY_POINT/MapServer/0,Please see GII,N/A,14bb216500b1401ebb083d908ed6cd6d
Deprecate,Hulke Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=029e60ce925143b7a50ae62970772d15,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,Not Found,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/HULKES_AREA/MapServer/0,Please see GII,N/A,029e60ce925143b7a50ae62970772d15
Deprecate,Isolated Danger Buoy Point (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=f47e9f3d03ca4d70b58ad66fa85c37a3,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/9ba6b380725f47809e7ceef8530862ef,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/ISOLATED_DANGER_BUOY_POINT/MapServer/0,Please see GII,N/A,f47e9f3d03ca4d70b58ad66fa85c37a3
Deprecate,Lakes (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=35fbb75b66d747aba65bcc7efff9008c,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/a2cf6634dd7744d7b810d801385b488c,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/LAKE_AREA/MapServer/0,Please see GII,N/A,35fbb75b66d747aba65bcc7efff9008c
Deprecate,Land Surface Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=dc0737d7144140a98a71524c92968577,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/1d113a82e6fe4eacbeaede092fade4d4,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/LAND_AREA/MapServer/0,Please see GII,N/A,dc0737d7144140a98a71524c92968577
Deprecate,Land Region Areas (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=fcf3d3eea8a243fb984580f96fd20933,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/f121af70d8e548f6b68d3ecf5ea5802b,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/LAND_REGION_AREA/MapServer/0,Please see GII,N/A,fcf3d3eea8a243fb984580f96fd20933
Deprecate,Land Region Locations (USACE IENC),https://geoplatform.maps.arcgis.com/home/item.html?id=6373c1c78b354664ac2428876ece7651,N/A,No,No,No longer supported as part of the HIFLD mission,U.S. Army Corps of Engineers,https://geospatial-usace.opendata.arcgis.com/maps/787d8a94b69d486aa44f6ccc3fabeac5,https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/LAND_REGION_POINT/MapServer/0,Please see GII,N/A,6373c1c78b354664ac2428876ece7651
